Application,Process,SubProcess,BusRole,Business Role Description,Standard Activity,Type,System,Platform,Entitlement Description,Entitlement Value,Authorization Object,Field-Level Security Name,Field-Level Security Value,4th Level Security Name,4th Level Security Value,Additional Comments
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,74-ATL/QUEBEC,MANYC1A4,DEPTACCESS,AMSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_MANYC1A4:74-ATL/QUEBEC&AOM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,74-ATL/QUEBEC,MANYC1A4,DEPTACCESS,COSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_MANYC1A4:74-ATL/QUEBEC&AOM&BASIS20&COSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,74-ATL/QUEBEC,MANYC1A4,DEPTACCESS,OESAMP,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_MANYC1A4:74-ATL/QUEBEC&AOM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,74-ATL/QUEBEC,MANYC1A4,DEPTACCESS,OEUSER,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_MANYC1A4:74-ATL/QUEBEC&AOM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,74-ATL/QUEBEC,MANYC1A4,DEPTACCESS,FSSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_MANYC1A4:74-ATL/QUEBEC&AOM&BASIS20&FSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,74-ATL/QUEBEC,MANYC1A4,DEPTACCESS,ECSALES,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_MANYC1A4:74-ATL/QUEBEC&AOM&BASIS20&ECSALES&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,74-ATL/QUEBEC,MANYC1A4,DEPTACCESS,SMINQ,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_MANYC1A4:74-ATL/QUEBEC&AOM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,74-ATL/QUEBEC,MANYC1A4,DEPTACCESS,CFSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_MANYC1A4:74-ATL/QUEBEC&AOM&BASIS20&CFSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,74-ATL/QUEBEC,MANYC1A4,DEPTACCESS,XXUSER,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_MANYC1A4:74-ATL/QUEBEC&AOM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,74-ATL/QUEBEC,MANYC1A4,DEPTACCESS,OMSPEC,DEPT - AOM,MENU,BASIS20,,,,PRIV:BAS_MANYC1A4:74-ATL/QUEBEC&AOM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,96-W. CANADA,CALAF1A4,DEPTACCESS,AMSPEC,DEPT - NTS,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:96-W. CANADA&NTS&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,96-W. CANADA,CALAF1A4,DEPTACCESS,COSPEC,DEPT - NTS,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:96-W. CANADA&NTS&BASIS20&COSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,96-W. CANADA,CALAF1A4,DEPTACCESS,OESAMP,DEPT - NTS,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:96-W. CANADA&NTS&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,96-W. CANADA,CALAF1A4,DEPTACCESS,OEUSER,DEPT - NTS,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:96-W. CANADA&NTS&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,96-W. CANADA,CALAF1A4,DEPTACCESS,FSSPEC,DEPT - NTS,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:96-W. CANADA&NTS&BASIS20&FSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,96-W. CANADA,CALAF1A4,DEPTACCESS,ECSALES,DEPT - NTS,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:96-W. CANADA&NTS&BASIS20&ECSALES&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,96-W. CANADA,CALAF1A4,DEPTACCESS,SMINQ,DEPT - NTS,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:96-W. CANADA&NTS&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,96-W. CANADA,CALAF1A4,DEPTACCESS,CFSPEC,DEPT - NTS,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:96-W. CANADA&NTS&BASIS20&CFSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,96-W. CANADA,CALAF1A4,DEPTACCESS,XXUSER,DEPT - NTS,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:96-W. CANADA&NTS&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,96-W. CANADA,CALAF1A4,DEPTACCESS,OMSPEC,DEPT - NTS,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:96-W. CANADA&NTS&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,97-E.CANADA,MANYC1A4,DEPTACCESS,AMSPEC,DEPT - NTS,MENU,BASIS20,,,,PRIV:BAS_MANYC1A4:97-E.CANADA&NTS&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,97-E.CANADA,MANYC1A4,DEPTACCESS,COSPEC,DEPT - NTS,MENU,BASIS20,,,,PRIV:BAS_MANYC1A4:97-E.CANADA&NTS&BASIS20&COSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,97-E.CANADA,MANYC1A4,DEPTACCESS,OESAMP,DEPT - NTS,MENU,BASIS20,,,,PRIV:BAS_MANYC1A4:97-E.CANADA&NTS&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,97-E.CANADA,MANYC1A4,DEPTACCESS,OEUSER,DEPT - NTS,MENU,BASIS20,,,,PRIV:BAS_MANYC1A4:97-E.CANADA&NTS&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,97-E.CANADA,MANYC1A4,DEPTACCESS,FSSPEC,DEPT - NTS,MENU,BASIS20,,,,PRIV:BAS_MANYC1A4:97-E.CANADA&NTS&BASIS20&FSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,97-E.CANADA,MANYC1A4,DEPTACCESS,ECSALES,DEPT - NTS,MENU,BASIS20,,,,PRIV:BAS_MANYC1A4:97-E.CANADA&NTS&BASIS20&ECSALES&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,97-E.CANADA,MANYC1A4,DEPTACCESS,SMINQ,DEPT - NTS,MENU,BASIS20,,,,PRIV:BAS_MANYC1A4:97-E.CANADA&NTS&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,97-E.CANADA,MANYC1A4,DEPTACCESS,CFSPEC,DEPT - NTS,MENU,BASIS20,,,,PRIV:BAS_MANYC1A4:97-E.CANADA&NTS&BASIS20&CFSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,97-E.CANADA,MANYC1A4,DEPTACCESS,XXUSER,DEPT - NTS,MENU,BASIS20,,,,PRIV:BAS_MANYC1A4:97-E.CANADA&NTS&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,TBD,Job Function,97-E.CANADA,MANYC1A4,DEPTACCESS,OMSPEC,DEPT - NTS,MENU,BASIS20,,,,PRIV:BAS_MANYC1A4:97-E.CANADA&NTS&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,N/A,Job Function,NA AS/400 - CALAF1A4,CALAF1A4,Group Profile,BASISXX,N/A,N/A,N/A,,,,PRIV:AS4_CALAF1A4:*USER&*CRTDFT&XXINIT&*LIBL&*SIGNOFF&&*YES&*NONE&BASISXX&*GRPPRF&*NONE
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,N/A,Job Function,NA AS/400 - CALAF2A4,CALAF2A4,Group Profile,BASISXX,N/A,N/A,N/A,,,,PRIV:AS4_CALAF2A4:*USER&*CRTDFT&XXINIT&*LIBL&*SIGNOFF&&*YES&*NONE&BASISXX&*GRPPRF&*NONE
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,N/A,Job Function,NA AS/400 - CALAF3A4,CALAF3A4,Group Profile,BASISXX,N/A,N/A,N/A,,,,PRIV:AS4_CALAF3A4:*USER&*CRTDFT&XXINIT&*LIBL&*SIGNOFF&&*YES&*NONE&BASISXX&*GRPPRF&*NONE
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,N/A,Job Function,NA AS/400 - CALAF4A4,CALAF4A4,Group Profile,BASISXX,N/A,N/A,N/A,,,,PRIV:AS4_CALAF4A4:*USER&*CRTDFT&XXINIT&*LIBL&*SIGNOFF&&*YES&*NONE&BASISXX&*GRPPRF&*NONE
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,N/A,Job Function,NA AS/400 - CALAF5A4,CALAF5A4,Group Profile,BASISXX,N/A,N/A,N/A,,,,PRIV:AS4_CALAF5A4:*USER&*CRTDFT&XXINIT&*LIBL&*SIGNOFF&&*YES&*NONE&BASISXX&*GRPPRF&*NONE
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,N/A,Job Function,NA AS/400 - CIN1S1,CIN1S1,Group Profile,BASISXX,N/A,N/A,N/A,,,,PRIV:AS4_CIN1S1:*USER&*CRTDFT&XXINIT&*LIBL&*SIGNOFF&&*YES&*NONE&BASISXX&*GRPPRF&*NONE
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,N/A,Job Function,NA AS/400 - EAG1S2,EAG1S2,Group Profile,BASISXX,N/A,N/A,N/A,,,,PRIV:AS4_EAG1S2:*USER&*CRTDFT&XXINIT&*LIBL&*SIGNOFF&&*YES&*NONE&BASISXX&*GRPPRF&*NONE
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,N/A,Job Function,NA AS/400 - GAACF5A4,GAACF5A4,Group Profile,BASISXX,N/A,N/A,N/A,,,,PRIV:AS4_GAACF5A4:*USER&*CRTDFT&XXINIT&*LIBL&*SIGNOFF&&*YES&*NONE&BASISXX&*GRPPRF&*NONE
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,N/A,Job Function,NA AS/400 - GAACF7A4,GAACF7A4,Group Profile,BASISXX,N/A,N/A,N/A,,,,PRIV:AS4_GAACF7A4:*USER&*CRTDFT&XXINIT&*LIBL&*SIGNOFF&&*YES&*NONE&BASISXX&*GRPPRF&*NONE,,
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,N/A,Job Function,NA AS/400 - GAFE1A4,GAFE1A4,Group Profile,BASISXX,N/A,N/A,N/A,,,,PRIV:AS4_GAFE1A4:*USER&*CRTDFT&XXINIT&*LIBL&*SIGNOFF&&*YES&*NONE&BASISXX&*GRPPRF&*NONE,,
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,N/A,Job Function,NA AS/400 - GANC3A4,GANC3A4,Group Profile,BASISXX,N/A,N/A,N/A,,,,PRIV:AS4_GANC3A4:*USER&*CRTDFT&XXINIT&*LIBL&*SIGNOFF&&*YES&*NONE&BASISXX&*GRPPRF&*NONE,,
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,N/A,Job Function,NA AS/400 - LEN1S1,LEN1S1,Group Profile,BASISXX,N/A,N/A,N/A,,,,PRIV:AS4_LEN1S1:*USER&*CRTDFT&XXINIT&*LIBL&*SIGNOFF&&*YES&*NONE&BASISXX&*GRPPRF&*NONE,,
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,N/A,Job Function,NA AS/400 - LEN1S2,LEN1S2,Group Profile,BASISXX,N/A,N/A,N/A,,,,PRIV:AS4_LEN1S2:*USER&*CRTDFT&XXINIT&*LIBL&*SIGNOFF&&*YES&*NONE&BASISXX&*GRPPRF&*NONE,,
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,N/A,Job Function,NA AS/400 - MACCF2A4,MACCF2A4,Group Profile,BASISXX,N/A,N/A,N/A,,,,PRIV:AS4_MACCF2A4:*USER&*CRTDFT&XXINIT&*LIBL&*SIGNOFF&&*YES&*NONE&BASISXX&*GRPPRF&*NONE,,
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,N/A,Job Function,NA AS/400 - MACM1A4,MACM1A4,Group Profile,BASISXX,N/A,N/A,N/A,,,,PRIV:AS4_MACM1A4:*USER&*CRTDFT&XXINIT&*LIBL&*SIGNOFF&&*YES&*NONE&BASISXX&*GRPPRF&*NONE,,
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,N/A,Job Function,NA AS/400 - MACM2A4,MACM2A4,Group Profile,BASISXX,N/A,N/A,N/A,,,,PRIV:AS4_MACM2A4:*USER&*CRTDFT&XXINIT&*LIBL&*SIGNOFF&&*YES&*NONE&BASISXX&*GRPPRF&*NONE,,
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,N/A,Job Function,NA AS/400 - MANYC1A4,MANYC1A4,Group Profile,BASISXX,N/A,N/A,N/A,,,,PRIV:AS4_MANYC1A4:*USER&*CRTDFT&XXINIT&*LIBL&*SIGNOFF&&*YES&*NONE&BASISXX&*GRPPRF&*NONE,,
(unset),CCM,Pricing,FNC_OTC_Pricing_Full_Service_Specialist_NA,Pricing Full Service Specialist - North America,N/A,Job Function,NA AS/400 - TADAL2A4,TADAL2A4,Group Profile,BASISXX,N/A,N/A,N/A,,,,PRIV:AS4_TADAL2A4:*USER&*CRTDFT&XXINIT&*LIBL&*SIGNOFF&&*YES&*NONE&BASISXX&*GRPPRF&*NONE,,
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,Microsoft Instant Messaging – OCS,Microsoft,Defined by BIS Security,Defined by BIS Security,N/A,N/A,N/A,,,Account entitlements standard for BIS Security build,PRIV:OCS:MICROSOFT&OCS&ocsvalid,,
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,AP Common Display,Job Function,SAP R/3 Production,PR1,SAP Role,ZSF_PRICINGAPPROVER_NA,,,,,,,PRIV:ROLE:SAP_PR1_100:ZSF_PRICINGAPPROVER_NA,,
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,PAT,Oracle,ROLE_NAME,Promotion Control Manager,N/A,DIVISION_DESC,CENTRAL,,,,PRIV:PAT_PRODUCTION:CENTRAL&Promotion Control Manager,,
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,PAT,Oracle,ROLE_NAME,Promotion Control Manager,N/A,DIVISION_DESC,EAST,,,,PRIV:PAT_PRODUCTION:EAST&Promotion Control Manager,,
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,PAT,Oracle,ROLE_NAME,Promotion Control Manager,N/A,DIVISION_DESC,SOUTH,,,,PRIV:PAT_PRODUCTION:SOUTH&Promotion Control Manager,,
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,PAT,Oracle,ROLE_NAME,Promotion Control Manager,N/A,DIVISION_DESC,WEST,,,,PRIV:PAT_PRODUCTION:WEST&Promotion Control Manager,,
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,PAT,Oracle,ROLE_NAME,Promotion Control Manager,N/A,DIVISION_DESC,CANADA,,,,PRIV:PAT_PRODUCTION:CANADA&Promotion Control Manager
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,PAT,Oracle,ROLE_NAME,Author,N/A,DIVISION_DESC,CENTRAL,,,Add an entitlement,PRIV:PAT_PRODUCTION:CENTRAL&Author
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,PAT,Oracle,ROLE_NAME,Author,N/A,DIVISION_DESC,EAST,,,Add an entitlement,PRIV:PAT_PRODUCTION:EAST&Author
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,PAT,Oracle,ROLE_NAME,Author,N/A,DIVISION_DESC,SOUTH,,,Add an entitlement,PRIV:PAT_PRODUCTION:SOUTH&Author
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,PAT,Oracle,ROLE_NAME,Author,N/A,DIVISION_DESC,WEST,,,Add an entitlement,PRIV:PAT_PRODUCTION:WEST&Author
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,PAT,Oracle,ROLE_NAME,Author,N/A,DIVISION_DESC,CANADA,,,Add an entitlement,PRIV:PAT_PRODUCTION:CANADA&Author
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,PAT,Oracle,ROLE_NAME,Requestor,N/A,DIVISION_DESC,CENTRAL,,,Add an entitlement,PRIV:PAT_PRODUCTION:CENTRAL&Requestor
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,PAT,Oracle,ROLE_NAME,Requestor,N/A,DIVISION_DESC,EAST,,,Add an entitlement,PRIV:PAT_PRODUCTION:EAST&Requestor
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,PAT,Oracle,ROLE_NAME,Requestor,N/A,DIVISION_DESC,SOUTH,,,Add an entitlement,PRIV:PAT_PRODUCTION:SOUTH&Requestor
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,PAT,Oracle,ROLE_NAME,Requestor,N/A,DIVISION_DESC,WEST,,,Add an entitlement,PRIV:PAT_PRODUCTION:WEST&Requestor
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,PAT,Oracle,ROLE_NAME,Requestor,N/A,DIVISION_DESC,CANADA,,,Add an entitlement,PRIV:PAT_PRODUCTION:CANADA&Requestor
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,PAT,Oracle,ROLE_NAME,Admin,N/A,DIVISION_DESC,CENTRAL,,,Add an entitlement,PRIV:PAT_PRODUCTION:CENTRAL&Admin
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,PAT,Oracle,ROLE_NAME,Admin,N/A,DIVISION_DESC,EAST,,,Add an entitlement,PRIV:PAT_PRODUCTION:EAST&Admin
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,PAT,Oracle,ROLE_NAME,Admin,N/A,DIVISION_DESC,SOUTH,,,Add an entitlement,PRIV:PAT_PRODUCTION:SOUTH&Admin
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,PAT,Oracle,ROLE_NAME,Admin,N/A,DIVISION_DESC,WEST,,,Add an entitlement,PRIV:PAT_PRODUCTION:WEST&Admin
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,PAT,Oracle,ROLE_NAME,Admin,N/A,DIVISION_DESC,CANADA,,,Add an entitlement,PRIV:PAT_PRODUCTION:CANADA&Admin
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,N/A,Job Function,NA AS/400 -Indirect Sales System (ISS),GAACF1A4,Group Profile,CMAOBJOWNR,N/A,N/A,N/A,,,,PRIV:AS4_GAACF1A4:*USER&*CRTDFT&FXINIT&FLEXPOBJ&FX000M&*LIBL&*YES&*NONE&CMAOBJOWNR&*GRPPRF&*NONE
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,NA Margin Minder - CCE Array,Third party application,user_group,MM_Standard,N/A,N/A,N/A,,,N/A,PRIV:NA_Margin_Minder:cce_array&MM_Standard&N/A
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,NA Filenet Ice Cold Plus,AD - nacokecce,Active Directory Group,AppGAFNT-ARUSUsers,N/A,N/A,N/A,,,,PRIV:AD_NACOKECCE:FILENET&AppGAFNT-ARUSUsers
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,NA Filenet Ice Cold Plus,AD - nacokecce,Active Directory Group,AppGAFNT-ARCAUsers,N/A,N/A,N/A,,,,PRIV:AD_NACOKECCE:FILENET&AppGAFNT-ARCAUsers
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,NA Filenet Ice Cold Plus,AD - nacokecce,Active Directory Group,AppGAFNT-APInvUsers,N/A,N/A,N/A,,,,PRIV:AD_NACOKECCE:FILENET&AppGAFNT-APInvUsers
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,01-WARE SALES,GAFE1A4,DEPTACCESS,AMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAFE1A4:01-WARE SALES&AMM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,01-WARE SALES,GAFE1A4,DEPTACCESS,COSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAFE1A4:01-WARE SALES&AMM&BASIS20&COSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,01-WARE SALES,GAFE1A4,DEPTACCESS,HHNSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAFE1A4:01-WARE SALES&AMM&BASIS20&HHNSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,01-WARE SALES,GAFE1A4,DEPTACCESS,HHSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAFE1A4:01-WARE SALES&AMM&BASIS20&HHSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,01-WARE SALES,GAFE1A4,DEPTACCESS,OESAMP,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAFE1A4:01-WARE SALES&AMM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,01-WARE SALES,GAFE1A4,DEPTACCESS,OEUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAFE1A4:01-WARE SALES&AMM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,01-WARE SALES,GAFE1A4,DEPTACCESS,OMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAFE1A4:01-WARE SALES&AMM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,01-WARE SALES,GAFE1A4,DEPTACCESS,FSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAFE1A4:01-WARE SALES&AMM&BASIS20&FSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,01-WARE SALES,GAFE1A4,DEPTACCESS,ECSALES,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAFE1A4:01-WARE SALES&AMM&BASIS20&ECSALES&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,01-WARE SALES,GAFE1A4,DEPTACCESS,SMINQ,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAFE1A4:01-WARE SALES&AMM&BASIS20&SMINQ&*ALL
