Application,Process,SubProcess,BusRole,Business Role Description,Standard Activity,Type,System,Platform,Entitlement Description,Entitlement Value,Authorization Object,Field-Level Security Name,Field-Level Security Value,4th Level Security Name,4th Level Security Value,Additional Comments
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,25-HAWAII,CALAF5A4,DEPTACCESS,HHSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF5A4:25-HAWAII&AMM&BASIS20&HHSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,25-HAWAII,CALAF5A4,DEPTACCESS,OESAMP,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF5A4:25-HAWAII&AMM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,25-HAWAII,CALAF5A4,DEPTACCESS,OEUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF5A4:25-HAWAII&AMM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,25-HAWAII,CALAF5A4,DEPTACCESS,OMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF5A4:25-HAWAII&AMM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,25-HAWAII,CALAF5A4,DEPTACCESS,FSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF5A4:25-HAWAII&AMM&BASIS20&FSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,25-HAWAII,CALAF5A4,DEPTACCESS,ECSALES,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF5A4:25-HAWAII&AMM&BASIS20&ECSALES&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,25-HAWAII,CALAF5A4,DEPTACCESS,SMINQ,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF5A4:25-HAWAII&AMM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,25-HAWAII,CALAF5A4,DEPTACCESS,CFSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF5A4:25-HAWAII&AMM&BASIS20&CFSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,25-HAWAII,CALAF5A4,DEPTACCESS,XXUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF5A4:25-HAWAII&AMM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,28-N LOUISIAN,GANC3A4,DEPTACCESS,AMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:28-N LOUISIAN&AMM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,28-N LOUISIAN,GANC3A4,DEPTACCESS,COSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:28-N LOUISIAN&AMM&BASIS20&COSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,28-N LOUISIAN,GANC3A4,DEPTACCESS,HHNSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:28-N LOUISIAN&AMM&BASIS20&HHNSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,28-N LOUISIAN,GANC3A4,DEPTACCESS,HHSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:28-N LOUISIAN&AMM&BASIS20&HHSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,28-N LOUISIAN,GANC3A4,DEPTACCESS,OESAMP,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:28-N LOUISIAN&AMM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,28-N LOUISIAN,GANC3A4,DEPTACCESS,OEUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:28-N LOUISIAN&AMM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,28-N LOUISIAN,GANC3A4,DEPTACCESS,OMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:28-N LOUISIAN&AMM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,28-N LOUISIAN,GANC3A4,DEPTACCESS,FSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:28-N LOUISIAN&AMM&BASIS20&FSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,28-N LOUISIAN,GANC3A4,DEPTACCESS,ECSALES,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:28-N LOUISIAN&AMM&BASIS20&ECSALES&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,28-N LOUISIAN,GANC3A4,DEPTACCESS,SMINQ,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:28-N LOUISIAN&AMM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,28-N LOUISIAN,GANC3A4,DEPTACCESS,CFSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:28-N LOUISIAN&AMM&BASIS20&CFSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,28-N LOUISIAN,GANC3A4,DEPTACCESS,XXUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:28-N LOUISIAN&AMM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,29-MID-ATLANT,MACCF2A4,DEPTACCESS,AMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACCF2A4:29-MID-ATLANT&AMM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,29-MID-ATLANT,MACCF2A4,DEPTACCESS,COSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACCF2A4:29-MID-ATLANT&AMM&BASIS20&COSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,29-MID-ATLANT,MACCF2A4,DEPTACCESS,HHNSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACCF2A4:29-MID-ATLANT&AMM&BASIS20&HHNSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,29-MID-ATLANT,MACCF2A4,DEPTACCESS,HHSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACCF2A4:29-MID-ATLANT&AMM&BASIS20&HHSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,29-MID-ATLANT,MACCF2A4,DEPTACCESS,OESAMP,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACCF2A4:29-MID-ATLANT&AMM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,29-MID-ATLANT,MACCF2A4,DEPTACCESS,OEUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACCF2A4:29-MID-ATLANT&AMM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,29-MID-ATLANT,MACCF2A4,DEPTACCESS,OMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACCF2A4:29-MID-ATLANT&AMM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,29-MID-ATLANT,MACCF2A4,DEPTACCESS,FSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACCF2A4:29-MID-ATLANT&AMM&BASIS20&FSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,29-MID-ATLANT,MACCF2A4,DEPTACCESS,ECSALES,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACCF2A4:29-MID-ATLANT&AMM&BASIS20&ECSALES&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,29-MID-ATLANT,MACCF2A4,DEPTACCESS,SMINQ,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACCF2A4:29-MID-ATLANT&AMM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,29-MID-ATLANT,MACCF2A4,DEPTACCESS,CFSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACCF2A4:29-MID-ATLANT&AMM&BASIS20&CFSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,29-MID-ATLANT,MACCF2A4,DEPTACCESS,XXUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACCF2A4:29-MID-ATLANT&AMM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,32-MICH METRO,MACM2A4,DEPTACCESS,AMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACM2A4:32-MICH METRO&AMM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,32-MICH METRO,MACM2A4,DEPTACCESS,COSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACM2A4:32-MICH METRO&AMM&BASIS20&COSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,32-MICH METRO,MACM2A4,DEPTACCESS,HHNSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACM2A4:32-MICH METRO&AMM&BASIS20&HHNSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,32-MICH METRO,MACM2A4,DEPTACCESS,HHSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACM2A4:32-MICH METRO&AMM&BASIS20&HHSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,32-MICH METRO,MACM2A4,DEPTACCESS,OESAMP,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACM2A4:32-MICH METRO&AMM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,32-MICH METRO,MACM2A4,DEPTACCESS,OEUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACM2A4:32-MICH METRO&AMM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,32-MICH METRO,MACM2A4,DEPTACCESS,OMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACM2A4:32-MICH METRO&AMM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,32-MICH METRO,MACM2A4,DEPTACCESS,FSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACM2A4:32-MICH METRO&AMM&BASIS20&FSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,32-MICH METRO,MACM2A4,DEPTACCESS,ECSALES,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACM2A4:32-MICH METRO&AMM&BASIS20&ECSALES&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,32-MICH METRO,MACM2A4,DEPTACCESS,SMINQ,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACM2A4:32-MICH METRO&AMM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,32-MICH METRO,MACM2A4,DEPTACCESS,CFSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACM2A4:32-MICH METRO&AMM&BASIS20&CFSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,32-MICH METRO,MACM2A4,DEPTACCESS,XXUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACM2A4:32-MICH METRO&AMM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,34-EAST TEXAS,GAFE1A4,DEPTACCESS,AMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAFE1A4:34-EAST TEXAS&AMM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,34-EAST TEXAS,GAFE1A4,DEPTACCESS,COSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAFE1A4:34-EAST TEXAS&AMM&BASIS20&COSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,34-EAST TEXAS,GAFE1A4,DEPTACCESS,HHNSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAFE1A4:34-EAST TEXAS&AMM&BASIS20&HHNSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,34-EAST TEXAS,GAFE1A4,DEPTACCESS,HHSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAFE1A4:34-EAST TEXAS&AMM&BASIS20&HHSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,34-EAST TEXAS,GAFE1A4,DEPTACCESS,OESAMP,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAFE1A4:34-EAST TEXAS&AMM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,34-EAST TEXAS,GAFE1A4,DEPTACCESS,OEUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAFE1A4:34-EAST TEXAS&AMM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,34-EAST TEXAS,GAFE1A4,DEPTACCESS,OMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAFE1A4:34-EAST TEXAS&AMM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,34-EAST TEXAS,GAFE1A4,DEPTACCESS,FSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAFE1A4:34-EAST TEXAS&AMM&BASIS20&FSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,34-EAST TEXAS,GAFE1A4,DEPTACCESS,ECSALES,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAFE1A4:34-EAST TEXAS&AMM&BASIS20&ECSALES&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,34-EAST TEXAS,GAFE1A4,DEPTACCESS,SMINQ,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAFE1A4:34-EAST TEXAS&AMM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,34-EAST TEXAS,GAFE1A4,DEPTACCESS,CFSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAFE1A4:34-EAST TEXAS&AMM&BASIS20&CFSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,34-EAST TEXAS,GAFE1A4,DEPTACCESS,XXUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAFE1A4:34-EAST TEXAS&AMM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,35-N.TEXAS,TADAL2A4,DEPTACCESS,AMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_TADAL2A4:35-N.TEXAS&AMM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,35-N.TEXAS,TADAL2A4,DEPTACCESS,COSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_TADAL2A4:35-N.TEXAS&AMM&BASIS20&COSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,35-N.TEXAS,TADAL2A4,DEPTACCESS,HHNSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_TADAL2A4:35-N.TEXAS&AMM&BASIS20&HHNSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,35-N.TEXAS,TADAL2A4,DEPTACCESS,HHSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_TADAL2A4:35-N.TEXAS&AMM&BASIS20&HHSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,35-N.TEXAS,TADAL2A4,DEPTACCESS,OESAMP,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_TADAL2A4:35-N.TEXAS&AMM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,35-N.TEXAS,TADAL2A4,DEPTACCESS,OEUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_TADAL2A4:35-N.TEXAS&AMM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,35-N.TEXAS,TADAL2A4,DEPTACCESS,OMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_TADAL2A4:35-N.TEXAS&AMM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,35-N.TEXAS,TADAL2A4,DEPTACCESS,FSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_TADAL2A4:35-N.TEXAS&AMM&BASIS20&FSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,35-N.TEXAS,TADAL2A4,DEPTACCESS,ECSALES,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_TADAL2A4:35-N.TEXAS&AMM&BASIS20&ECSALES&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,35-N.TEXAS,TADAL2A4,DEPTACCESS,SMINQ,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_TADAL2A4:35-N.TEXAS&AMM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,35-N.TEXAS,TADAL2A4,DEPTACCESS,CFSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_TADAL2A4:35-N.TEXAS&AMM&BASIS20&CFSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,35-N.TEXAS,TADAL2A4,DEPTACCESS,XXUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_TADAL2A4:35-N.TEXAS&AMM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,36-ARIZONA,CALAF2A4,DEPTACCESS,AMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF2A4:36-ARIZONA&AMM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,36-ARIZONA,CALAF2A4,DEPTACCESS,COSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF2A4:36-ARIZONA&AMM&BASIS20&COSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,36-ARIZONA,CALAF2A4,DEPTACCESS,HHNSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF2A4:36-ARIZONA&AMM&BASIS20&HHNSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,36-ARIZONA,CALAF2A4,DEPTACCESS,HHSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF2A4:36-ARIZONA&AMM&BASIS20&HHSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,36-ARIZONA,CALAF2A4,DEPTACCESS,OESAMP,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF2A4:36-ARIZONA&AMM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,36-ARIZONA,CALAF2A4,DEPTACCESS,OEUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF2A4:36-ARIZONA&AMM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,36-ARIZONA,CALAF2A4,DEPTACCESS,OMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF2A4:36-ARIZONA&AMM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,36-ARIZONA,CALAF2A4,DEPTACCESS,FSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF2A4:36-ARIZONA&AMM&BASIS20&FSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,36-ARIZONA,CALAF2A4,DEPTACCESS,ECSALES,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF2A4:36-ARIZONA&AMM&BASIS20&ECSALES&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,36-ARIZONA,CALAF2A4,DEPTACCESS,SMINQ,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF2A4:36-ARIZONA&AMM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,36-ARIZONA,CALAF2A4,DEPTACCESS,CFSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF2A4:36-ARIZONA&AMM&BASIS20&CFSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,36-ARIZONA,CALAF2A4,DEPTACCESS,XXUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF2A4:36-ARIZONA&AMM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,38-NEW MEXICO,CALAF2A4,DEPTACCESS,AMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF2A4:38-NEW MEXICO&AMM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,38-NEW MEXICO,CALAF2A4,DEPTACCESS,COSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF2A4:38-NEW MEXICO&AMM&BASIS20&COSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,38-NEW MEXICO,CALAF2A4,DEPTACCESS,HHNSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF2A4:38-NEW MEXICO&AMM&BASIS20&HHNSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,38-NEW MEXICO,CALAF2A4,DEPTACCESS,HHSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF2A4:38-NEW MEXICO&AMM&BASIS20&HHSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,38-NEW MEXICO,CALAF2A4,DEPTACCESS,OESAMP,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF2A4:38-NEW MEXICO&AMM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,38-NEW MEXICO,CALAF2A4,DEPTACCESS,OEUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF2A4:38-NEW MEXICO&AMM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Approver_NA,Pricing Approver - North America,TBD,Job Function,38-NEW MEXICO,CALAF2A4,DEPTACCESS,OMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF2A4:38-NEW MEXICO&AMM&BASIS20&OMSPEC&*ALL
